"2022-10-17 23:58:01.991469","root[root] @  [172.21.0.2]",852,100,"Query","set autocommit=0"
"2022-10-17 23:58:02.000417","root[root] @  [172.21.0.2]",852,100,"Query","SELECT `django_q_schedule`.`id`, `django_q_schedule`.`name`, `django_q_schedule`.`func`, `django_q_schedule`.`hook`, `django_q_schedule`.`args`, `django_q_schedule`.`kwargs`, `django_q_schedule`.`schedule_type`, `django_q_schedule`.`minutes`, `django_q_schedule`.`repeats`, `django_q_schedule`.`next_run`, `django_q_schedule`.`cron`, `django_q_schedule`.`task`, `django_q_schedule`.`cluster` FROM `django_q_schedule` WHERE (NOT (`django_q_schedule`.`repeats` = 0) AND `django_q_schedule`.`next_run` < '2022-10-17 23:58:01.999371' AND (`django_q_schedule`.`cluster` IS NULL OR `django_q_schedule`.`cluster` = 'archery')) ORDER BY `django_q_schedule`.`next_run` ASC FOR UPDATE"
"2022-10-17 23:58:02.001055","root[root] @  [172.21.0.2]",852,100,"Query","commit"
"2022-10-17 23:58:02.001312","root[root] @  [172.21.0.2]",852,100,"Query","set autocommit=1"
"2022-10-17 23:58:32.088455","root[root] @  [172.21.0.2]",852,100,"Quit",""
"2022-10-17 23:58:32.104467","[root] @  [172.21.0.2]",853,100,"Connect","root@172.21.0.2 on archery using SSL/TLS"
"2022-10-17 23:58:32.104768","root[root] @  [172.21.0.2]",853,100,"Query","SET sql_mode='STRICT_TRANS_TABLES'"
"2022-10-17 23:58:32.105253","root[root] @  [172.21.0.2]",853,100,"Query","set autocommit=0"
"2022-10-17 23:58:32.105466","root[root] @  [172.21.0.2]",853,100,"Query","set autocommit=1"
"2022-10-17 23:58:32.105719","root[root] @  [172.21.0.2]",853,100,"Query","SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED"
"2022-10-17 23:58:32.105919","root[root] @  [172.21.0.2]",853,100,"Query","set autocommit=0"
"2022-10-17 23:58:32.107159","root[root] @  [172.21.0.2]",853,100,"Query","SELECT `django_q_schedule`.`id`, `django_q_schedule`.`name`, `django_q_schedule`.`func`, `django_q_schedule`.`hook`, `django_q_schedule`.`args`, `django_q_schedule`.`kwargs`, `django_q_schedule`.`schedule_type`, `django_q_schedule`.`minutes`, `django_q_schedule`.`repeats`, `django_q_schedule`.`next_run`, `django_q_schedule`.`cron`, `django_q_schedule`.`task`, `django_q_schedule`.`cluster` FROM `django_q_schedule` WHERE (NOT (`django_q_schedule`.`repeats` = 0) AND `django_q_schedule`.`next_run` < '2022-10-17 23:58:32.106319' AND (`django_q_schedule`.`cluster` IS NULL OR `django_q_schedule`.`cluster` = 'archery')) ORDER BY `django_q_schedule`.`next_run` ASC FOR UPDATE"
"2022-10-17 23:58:32.107677","root[root] @  [172.21.0.2]",853,100,"Query","commit"
"2022-10-17 23:58:32.107862","root[root] @  [172.21.0.2]",853,100,"Query","set autocommit=1"
"2022-10-17 23:59:02.193189","root[root] @  [172.21.0.2]",853,100,"Query","set autocommit=0"
"2022-10-17 23:59:02.194932","root[root] @  [172.21.0.2]",853,100,"Query","SELECT `django_q_schedule`.`id`, `django_q_schedule`.`name`, `django_q_schedule`.`func`, `django_q_schedule`.`hook`, `django_q_schedule`.`args`, `django_q_schedule`.`kwargs`, `django_q_schedule`.`schedule_type`, `django_q_schedule`.`minutes`, `django_q_schedule`.`repeats`, `django_q_schedule`.`next_run`, `django_q_schedule`.`cron`, `django_q_schedule`.`task`, `django_q_schedule`.`cluster` FROM `django_q_schedule` WHERE (NOT (`django_q_schedule`.`repeats` = 0) AND `django_q_schedule`.`next_run` < '2022-10-17 23:59:02.193891' AND (`django_q_schedule`.`cluster` IS NULL OR `django_q_schedule`.`cluster` = 'archery')) ORDER BY `django_q_schedule`.`next_run` ASC FOR UPDATE"
"2022-10-17 23:59:02.195697","root[root] @  [172.21.0.2]",853,100,"Query","commit"
"2022-10-17 23:59:02.195927","root[root] @  [172.21.0.2]",853,100,"Query","set autocommit=1"
"2022-10-17 23:59:32.282799","root[root] @  [172.21.0.2]",853,100,"Quit",""
"2022-10-17 23:59:32.305150","[root] @  [172.21.0.2]",854,100,"Connect","root@172.21.0.2 on archery using SSL/TLS"
"2022-10-17 23:59:32.305527","root[root] @  [172.21.0.2]",854,100,"Query","SET sql_mode='STRICT_TRANS_TABLES'"
"2022-10-17 23:59:32.305900","root[root] @  [172.21.0.2]",854,100,"Query","set autocommit=0"
"2022-10-17 23:59:32.306090","root[root] @  [172.21.0.2]",854,100,"Query","set autocommit=1"
"2022-10-17 23:59:32.306323","root[root] @  [172.21.0.2]",854,100,"Query","SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED"
"2022-10-17 23:59:32.306542","root[root] @  [172.21.0.2]",854,100,"Query","set autocommit=0"
"2022-10-17 23:59:32.308023","root[root] @  [172.21.0.2]",854,100,"Query","SELECT `django_q_schedule`.`id`, `django_q_schedule`.`name`, `django_q_schedule`.`func`, `django_q_schedule`.`hook`, `django_q_schedule`.`args`, `django_q_schedule`.`kwargs`, `django_q_schedule`.`schedule_type`, `django_q_schedule`.`minutes`, `django_q_schedule`.`repeats`, `django_q_schedule`.`next_run`, `django_q_schedule`.`cron`, `django_q_schedule`.`task`, `django_q_schedule`.`cluster` FROM `django_q_schedule` WHERE (NOT (`django_q_schedule`.`repeats` = 0) AND `django_q_schedule`.`next_run` < '2022-10-17 23:59:32.306965' AND (`django_q_schedule`.`cluster` IS NULL OR `django_q_schedule`.`cluster` = 'archery')) ORDER BY `django_q_schedule`.`next_run` ASC FOR UPDATE"
"2022-10-17 23:59:32.308546","root[root] @  [172.21.0.2]",854,100,"Query","commit"
"2022-10-17 23:59:32.308772","root[root] @  [172.21.0.2]",854,100,"Query","set autocommit=1"
"2022-10-18 00:00:02.396727","root[root] @  [172.21.0.2]",854,100,"Query","set autocommit=0"
"2022-10-18 00:00:02.398327","root[root] @  [172.21.0.2]",854,100,"Query","SELECT `django_q_schedule`.`id`, `django_q_schedule`.`name`, `django_q_schedule`.`func`, `django_q_schedule`.`hook`, `django_q_schedule`.`args`, `django_q_schedule`.`kwargs`, `django_q_schedule`.`schedule_type`, `django_q_schedule`.`minutes`, `django_q_schedule`.`repeats`, `django_q_schedule`.`next_run`, `django_q_schedule`.`cron`, `django_q_schedule`.`task`, `django_q_schedule`.`cluster` FROM `django_q_schedule` WHERE (NOT (`django_q_schedule`.`repeats` = 0) AND `django_q_schedule`.`next_run` < '2022-10-18 00:00:02.397290' AND (`django_q_schedule`.`cluster` IS NULL OR `django_q_schedule`.`cluster` = 'archery')) ORDER BY `django_q_schedule`.`next_run` ASC FOR UPDATE"
"2022-10-18 00:00:02.398978","root[root] @  [172.21.0.2]",854,100,"Query","commit"
"2022-10-18 00:00:02.399177","root[root] @  [172.21.0.2]",854,100,"Query","set autocommit=1"
"2022-10-18 00:00:23.435938","root[root] @ localhost []",844,100,"Query","SELECT\n    *\nFROM\n    mysql.general_log"
"2022-10-18 00:00:32.482167","root[root] @  [172.21.0.2]",854,100,"Quit",""
"2022-10-18 00:00:32.499425","[root] @  [172.21.0.2]",855,100,"Connect","root@172.21.0.2 on archery using SSL/TLS"
"2022-10-18 00:00:32.499707","root[root] @  [172.21.0.2]",855,100,"Query","SET sql_mode='STRICT_TRANS_TABLES'"
"2022-10-18 00:00:32.499930","root[root] @  [172.21.0.2]",855,100,"Query","set autocommit=0"
"2022-10-18 00:00:32.500090","root[root] @  [172.21.0.2]",855,100,"Query","set autocommit=1"
"2022-10-18 00:00:32.500306","root[root] @  [172.21.0.2]",855,100,"Query","SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED"
"2022-10-18 00:00:32.500545","root[root] @  [172.21.0.2]",855,100,"Query","set autocommit=0"
"2022-10-18 00:00:32.501898","root[root] @  [172.21.0.2]",855,100,"Query","SELECT `django_q_schedule`.`id`, `django_q_schedule`.`name`, `django_q_schedule`.`func`, `django_q_schedule`.`hook`, `django_q_schedule`.`args`, `django_q_schedule`.`kwargs`, `django_q_schedule`.`schedule_type`, `django_q_schedule`.`minutes`, `django_q_schedule`.`repeats`, `django_q_schedule`.`next_run`, `django_q_schedule`.`cron`, `django_q_schedule`.`task`, `django_q_schedule`.`cluster` FROM `django_q_schedule` WHERE (NOT (`django_q_schedule`.`repeats` = 0) AND `django_q_schedule`.`next_run` < '2022-10-18 00:00:32.500989' AND (`django_q_schedule`.`cluster` IS NULL OR `django_q_schedule`.`cluster` = 'archery')) ORDER BY `django_q_schedule`.`next_run` ASC FOR UPDATE"
"2022-10-18 00:00:32.502402","root[root] @  [172.21.0.2]",855,100,"Query","commit"
"2022-10-18 00:00:32.502557","root[root] @  [172.21.0.2]",855,100,"Query","set autocommit=1"
"2022-10-18 00:01:02.587519","root[root] @  [172.21.0.2]",855,100,"Query","set autocommit=0"
